job_id,title,company,city,contract,salary,publish_time,premium,job_url,logo_url
taJj,مدیر وب,همراه سازه زیستا | Hamrah Saze Zista,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(امروز),True,https://jobinja.ir/companies/hamta-8/jobs/taJj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D9%88%D8%A8-%D8%AF%D8%B1-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B3%D8%A7%D8%B2%D9%87-%D8%B2%DB%8C%D8%B3%D8%AA%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/AU4y3Dsc5CoVTcjUmjZOOv6RroA=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/3dd38247-ec63-434f-ad65-53bb99a5b950/main.jpg
tazj,برنامه نویس embedded (اصفهان),دیده پردازصبا | Dide Pardaz Saba,اصفهان، اصفهان,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(امروز),False,https://jobinja.ir/companies/didepardazsaba/jobs/tazj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-embedded-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B5%D8%A8%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/5ebIJAhdRGy_ISo2_OdxoO24LW4=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/0e50530a-3529-11e9-9935-d6b790452c1a_0bb4800c-9b34-4124-89fa-f20ca3487eee/main.png
tazH,برنامه‌نویس React,فناوران اطلاعات خبره | Fanavaran,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/fanavaran-5/jobs/tazH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-react-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AE%D8%A8%D8%B1%D9%87?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/soYet14bJNT5LP3CQ_ReMkq99b8=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/020cc327-8d02-4691-88f6-eebe6513fb66/main.jpg
tbdm,توسعه‌دهنده (C# / .NET-مشهد-حضوری),گروه نرم افزاری سیپان | Seepan,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/seepan/jobs/tbdm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-c-sharp-net-%D9%85%D8%B4%D9%87%D8%AF-%D8%AD%D8%B6%D9%88%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D8%B3%DB%8C%D9%BE%D8%A7%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/cpzweG-u6pqqHSXiVEr8ffaU8UY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/3625bc9e-3830-478a-bc5a-a998e93a962b/main.png
tazP,کارشناس هوش مصنوعی,عمران صنعت آکام | OMRAN SANAT AKAM,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/omran-sanat-akam-1/jobs/tazP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D8%B9%D9%85%D8%B1%D8%A7%D9%86-%D8%B5%D9%86%D8%B9%D8%AA-%D8%A2%DA%A9%D8%A7%D9%85?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/TEnX0LsPV18w-yb5uX2nNZ62Zbo=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/42989bea-6ec6-48cd-b276-4149f2ab872b/main.jpg
to7M,Front-End Developer (JavaScript-ساری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to7M/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-front-end-developer-javascript-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
to71,Front-End Developer (React&Next.js-ساری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to71/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-front-end-developer-react-next-js-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
tazf,مدیر عامل (CEO-مشهد),گروه نرم افزاری سیپان | Seepan,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/seepan/jobs/tazf/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D8%B9%D8%A7%D9%85%D9%84-ceo-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D8%B3%DB%8C%D9%BE%D8%A7%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/cpzweG-u6pqqHSXiVEr8ffaU8UY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/3625bc9e-3830-478a-bc5a-a998e93a962b/main.png
to7u,Back-End Developer (Laravel-ساری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to7u/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-back-end-developer-laravel-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
to7v,Senior Front-End Developer (React&Next.js-ساری-دورکاری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              دورکاری (برای
                مشاهده حقوق وارد شوید)","قرارداد
              دورکاری",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to7v/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-front-end-developer-react-next-js-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
to7i,DevOps Engineer (ساری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to7i/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-devops-engineer-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
to7d,Flutter Developer (ساری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to7d/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-flutter-developer-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
to73,Senior Python Developer (FastAPI-ساری),درنیکا | DORNICA,مازندران، ساری,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/dornica-4/jobs/to73/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-fastapi-%D8%B3%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AF%D8%B1%D9%86%DB%8C%DA%A9%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/sfDnsRuwhE8ZZ7yXXznF_Z-Wsu8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d9b1444d-9d96-49c0-87a6-a6119bf9a0d0/main.png
taz9,Junior Back-End Developer,الوپیک | AloPeyk,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/alopeyk-1/jobs/taz9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-junior-back-end-developer-%D8%AF%D8%B1-%D8%A7%D9%84%D9%88%D9%BE%DB%8C%DA%A9?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/czxgeaIEaNAOWeA_JidZIO6NRkY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6a93a741-614b-491f-81dd-0083ada39b0e/main.png
tpXC,Senior QA Engineer (دورکاری),ورونالبز | VeronaLabs,تهران، تهران,"قرارداد
              دورکاری (برای
                مشاهده حقوق وارد شوید)","قرارداد
              دورکاری",(۱ روز پیش),True,https://jobinja.ir/companies/veronalabs/jobs/tpXC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-qa-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%88%D8%B1%D9%88%D9%86%D8%A7%D9%84%D8%A8%D8%B2?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/HYu2DKZK7I1hsbgr8lkGMEDjwto=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/2fa2be38-6b0c-4763-a890-fb162ffd9d56/main.png
taze,برنامه‌نویس فرانت‌اند (React / Next.js-مشهد),سپیدار گروپ | Sepidar Group,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/parsys/jobs/taze/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%81%D8%B1%D8%A7%D9%86%D8%AA-%D8%A7%D9%86%D8%AF-react-next-js-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%B3%D9%BE%DB%8C%D8%AF%D8%A7%D8%B1-%DA%AF%D8%B1%D9%88%D9%BE?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/vdLSHGzuXzAopuApW_kJwQKDMQU=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/8bd792ae-f6ec-4442-9cc3-eb9a4778ec51/main.png
tazL,کارشناس استقرار و پشتیبانی نرم افزار (آقا-اصفهان),گروه  دمیس | DEMIS,اصفهان، اصفهان,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/demis-1/jobs/tazL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D8%B1-%D9%88-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%A2%D9%82%D8%A7-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%AF%D9%85%DB%8C%D8%B3?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/DvYCBvNRF6haksKJi5RsjmMvP4s=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/1189864f-1eb0-4ff3-99b5-8c7bebb422d2/main.jpg
taz0,کارشناس امنیت شبکه,مرکز تحقیقات هوش مصنوعی پارت | PART AI Research Center,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/partai/jobs/taz0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D9%85%D9%86%DB%8C%D8%AA-%D8%B4%D8%A8%DA%A9%D9%87-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D9%BE%D8%A7%D8%B1%D8%AA?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/ZiQdpMl8SpywkA7HzWNmDCrqYFQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a6043ad2-223f-11ea-b832-26a4da5b8340_16a07ff4-2239-439e-80fc-647e91b41d34/main.jpg
ta0b,کارشناس پشتیبانی نرم‌افزار (دورکاری),طرح وپردازش فرارایانه  | Fara Rayaneh CO,تهران، تهران,"قرارداد
              دورکاری (برای
                مشاهده حقوق وارد شوید)","قرارداد
              دورکاری",(۱ روز پیش),False,https://jobinja.ir/companies/fararayanehco/jobs/ta0b/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B7%D8%B1%D8%AD-%D9%88%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D9%81%D8%B1%D8%A7%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/OzKqp46755Ga53HHriDTdY-DdlM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/8eefe236-fbbe-11e8-b012-d6b790452c1a_5f760dc0-595f-46ce-ac35-031321896e0f/main.jpg
tazR,Senior Scrum Master,وایب | Vibe,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/pazhouhande-rah/jobs/tazR/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-scrum-master-%D8%AF%D8%B1-%D9%88%D8%A7%DB%8C%D8%A8?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/4v0H4aoDez5iSvchP83cPZGxshQ=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/11d18c10-52eb-4948-9727-18a5d2a24e91/main.png
tazC,توسعه‌دهنده وردپرس (Wordpress-اصفهان),پونه مدیا | Poonehmedia,اصفهان، اصفهان,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/poonehmedia/jobs/tazC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3-wordpress-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D9%BE%D9%88%D9%86%D9%87-%D9%85%D8%AF%DB%8C%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/RHMXjUD0FGLmD-v_VrDykVVDXXk=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/d6c47e53-8ecb-40bb-9923-a91098a87d70/main.jpg
taJC,کارشناس ارشد شبکه (قم),فنی مهندسی زیرساخت باوند | Bavand,قم، قم,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/bavand-2/jobs/taJC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%B4%D8%A8%DA%A9%D9%87-%D9%82%D9%85-%D8%AF%D8%B1-%D9%81%D9%86%DB%8C-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D8%B2%DB%8C%D8%B1%D8%B3%D8%A7%D8%AE%D8%AA-%D8%A8%D8%A7%D9%88%D9%86%D8%AF?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/IMAszBelJa9lvahzGHh1AV2Ei2E=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/b5515ef9-2a48-43d5-827c-4508a5e9721b/main.jpg
tpZG,برنامه‌نویس Node JS) Full-Stack-دورکاری),تیراسون | Tirason,تهران، تهران,"قرارداد
              دورکاری (برای
                مشاهده حقوق وارد شوید)","قرارداد
              دورکاری",(۱ روز پیش),True,https://jobinja.ir/companies/tirason/jobs/tpZG/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-node-js-full-stack-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AA%DB%8C%D8%B1%D8%A7%D8%B3%D9%88%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/ekXsbfOklxyp7WpiT73ubSAmOpQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/04922b2c-a055-11e8-b9bf-26a4da5b8340_ec604315-3b5c-42b9-b67f-bfe5430c3e85/main.jpg
tpZV,برنامه‌نویس PHP (جونیور),معماران عصر ارتباط | Architects of Communication Age,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/architects-of-communication-age/jobs/tpZV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-php-%D8%AC%D9%88%D9%86%DB%8C%D9%88%D8%B1-%D8%AF%D8%B1-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D8%A7%D9%86-%D8%B9%D8%B5%D8%B1-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/xmnvjzr-VuQ88wcENXMFSGD8d_o=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a075c986-f5e8-4b9b-b8ea-f32e4d997df4/main.png
trCR,ادمین سایت,الماس کهن | Almase Kohan,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/almasekohan/jobs/trCR/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D8%AF%D9%85%DB%8C%D9%86-%D8%B3%D8%A7%DB%8C%D8%AA-%D8%AF%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D8%B3-%DA%A9%D9%87%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/vQ-QWfl8vpNLa3IqilN12LC0K0g=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/cb9427a5-9469-4d03-a3ae-70ca6b3d190a/main.jpg
taLA,کارشناس IT,توسعه تجارت پترو اتنا | Petro Atena,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),True,https://jobinja.ir/companies/petro-atena/jobs/taLA/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-it-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D9%BE%D8%AA%D8%B1%D9%88-%D8%A7%D8%AA%D9%86%D8%A7?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/xoc1u0UtAFCqBP7TbG9gnBjApiM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/5c3f9773-7da1-494e-b9f4-d8704fc371c5/main.jpg
ta6r,Front-End Developer (دورکاری),بمان | Beman,تهران، تهران,"قرارداد
              دورکاری (برای
                مشاهده حقوق وارد شوید)","قرارداد
              دورکاری",(۱ روز پیش),False,https://jobinja.ir/companies/beman/jobs/ta6r/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-front-end-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%D9%85%D8%A7%D9%86?_ref=16&_t=38362e35352e3135342e3733,https://thumb2.jobinjacdn.com/5t9VDdlXx_H03avG-FYVkHRSfWs=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/7f776b20-05e6-11ea-8b59-26a4da5b8340_9a18f4f1-03c0-40d3-851c-b25b329a3d8d/main.jpg
ta6o,برنامه‌نویس Asp.net Core,بهاران گستر امید | Baharan,تهران، تهران,"قرارداد
              تمام‌وقت (برای
                مشاهده حقوق وارد شوید)","قرارداد
              تمام‌وقت",(۱ روز پیش),False,https://jobinja.ir/companies/baharan-23/jobs/ta6o/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-asp-net-core-%D8%AF%D8%B1-%D8%A8%D9%87%D8%A7%D8%B1%D8%A7%D9%86-%DA%AF%D8%B3%D8%AA%D8%B1-%D8%A7%D9%85%DB%8C%D8%AF?_ref=16&_t=38362e35352e3135342e3733,https://jobinja.ir/assets/img/logo-placeholder.png
